imagen,video,audio,animalLabel
,,,Admiral’s Voyage
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Christian%20Rhomberg%20et%20Saphyr%20des%20Lacs%2004.jpg,,,Saphyr des Lacs
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Jb%27s%20Hot%20Stuff%20et%20Michael%20Whitaker.jpg,,,Jb's Hot Stuff
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Garfield%20de%20Tiji%20des%20Templiers%20et%20J%C3%A9r%C3%B4me%20Gu%C3%A9ry%20%282%29.jpg,,,Garfield de Tiji des Templiers
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Crunch%203%20et%20Rolf-G%C3%B6ran%20Bengtsson%20%287%29.jpg,,,Crunch 3
,,,Last Draft
,,,Glory Vase
,,,Chrono Genesis
,,,Stiffelio
,,,Mastery
,,,Caledonia Road
http://commons.wikimedia.org/wiki/Special:FilePath/54eme%20CHI%20de%20Gen%C3%A8ve%20-%2020141213%20-%20Prix%20Credit%20Suisse%20-%20Roger%20Yves%20Bost%20et%20P%C3%A9gase%20du%20Murier%205.jpg,,,Pegase du Murier
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131212%20-%20Gerco%20Schr%C3%B6der%20et%20New%20Orleans.jpg,,,New Orleans
http://commons.wikimedia.org/wiki/Special:FilePath/2018-05-20%20Denis%20Lynch%20auf%20Fairview%20Aliquidam-8874.jpg,,,Fairview Aliquidam
http://commons.wikimedia.org/wiki/Special:FilePath/54eme%20CHI%20de%20Gen%C3%A8ve%20-%2020141213%20-%20Coupe%20de%20Gen%C3%A8ve%20-%20Henrik%20Von%20Eckermann%20et%20Gotha%206.jpg,,,Gotha
,,,Miloust d'Isigny
http://commons.wikimedia.org/wiki/Special:FilePath/54eme%20CHI%20de%20Gen%C3%A8ve%20-%2020141213%20-%20Coupe%20de%20Gen%C3%A8ve%20-%20Jerome%20Hurel%20et%20Quartz%20Rouge%204.jpg,,,Quartz Rouge
http://commons.wikimedia.org/wiki/Special:FilePath/WPT2013-CSI5-01-Christian%20Ahlmann%20Taloubet%20Z-1.JPG,,,Taloubet Z
http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Schoch%20%26%20Nouvelle%20Europe%20Z%20-%202013%20Longines%20Global%20Champions%20Tour.jpg,,,Nouvelle Europe Z
http://commons.wikimedia.org/wiki/Special:FilePath/Hessischen%20Ministerpr%C3%A4sidenten%20Marcus%20Ehning%20auf%20Noltes%20K%C3%BCchengirl%203%20mk.jpg,,,Noltes Küchengirl
,,,Chocolatier
,,,Appealing Zophie
,,,Successful Appeal
,,,Valid Appeal
,,,Successful Dancer
,,,Desert Trial
,,,Intent
,,,Liz F.
,,,Friar's Carse
,,,St Albans
,,,Roquebrune
,,,St Marguerite
,,,Sanda
,,,Wenlock
,,,Banter
,,,Master Henry
,,,Oh So Fair
,,,Chandelle
,,,Malindi
,,,Doubly Sure
,,,Relance
,,,Deux-Pour-Cent
,,,Deiri
,,,Aethelstan
,,,Doremi
,,,Lady Emily
,,,Vampire
,,,Flying Duchess
,,,Tartar
,,,Jigg
,,,Charming Jenny
,,,Dawn Raid
,,,Embur Sunshine
,,,Bold Ruckus
,,,Vevila
,,,Strawberry Reason
,,,Sherriff's Deputy
,,,Barbarika
,,,Fleur
,,,Victoriana
,,,Flaring Top
,,,Old Forester
,,,Sligo Bay
,,,Angelic Song
,,,Ballade
,,,Vandale
,,,Plassy
,,,Vanille
,,,Bosworth
,,,Pladda
,,,Malatesta
,,,Old Whiteneck
,,,Expectation mare
,,,Expectation
,,,Zilia
,,,Jemima
,,,Matchem Middleton
,,,Miss Middleton
,,,Calabria
,,,Alfred mare
,,,Golumpus mare
,,,Meteor
,,,Bandos
,,,Bandola
,,,Negatiw
http://commons.wikimedia.org/wiki/Special:FilePath/DSC%202798AnthonyVanDyck.jpg,,,Anthony Van Dyck
,,,Sir Winston
,,,La Gran Bailadora
,,,Q64780095
,,,Miss Encore
,,,Q64780097
,,,Q64780098
,,,Q64780100
,,,Chuwa Wizard
,,,Q64780102
,,,Q64780103
,,,Q64780104
,,,Q64780105
http://commons.wikimedia.org/wiki/Special:FilePath/T%20M%20Jinsoku%20Tokai%20Stakes%202018%28IMG1%29.jpg,,,T M Jinsoku
http://commons.wikimedia.org/wiki/Special:FilePath/Loves%20Only%20You%28JPN%29%20IMG%207016-1%2020191110.jpg,,,Loves Only You
,,,Q64780108
,,,Q64780109
http://commons.wikimedia.org/wiki/Special:FilePath/Velox%20Maiden%202018.jpg,,,Velox
,,,Q64780111
,,,Q64780112
,,,Q64780113
,,,Q64780114
,,,Q64780115
,,,Q64780116
,,,Roadster
,,,Yes It's True
,,,Bellafina
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131214%20-%20Jessy%20Putallaz%20et%20Ouessant%20de%20Perhet.jpg,,,Ouessant de Perhet
,,,Cantus
,,,Perra
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2013-09-2013%20-%2043.jpg,,,Domino van de Middelstede
,,,Aldo du Plessis
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Karel%20Cox%20et%20Dublin%20van%20Overis.jpg,,,Dublin van Overis
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Eduardo%20%C3%81lvarez%20Aznar%20et%20Rokfeller%20de%20Pleville%20Bois%20Margot.jpg,,,Rokfeller de Pleville Bois Margot
,,,Padock du Plessis
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2013-09-2013%20-%2007.jpg,,,Little Lady Z
,,,Tae Kwon Deo
,,,Palestinian
,,,Hermosa
,,,Anapurna
,,,Roger Barows
,,,Danon Fantasy
,,,Quixall Crossett
,,,Circus Maximus
,,,Defoe
,,,Sovereign
,,,Valentine Waltz
,,,Teppal
,,,Omaha Beach
,,,Midnight Court
,,,Accidental Agent
,,,Power Broker
,,,Danza
,,,Wagon Limit
,,,Imperial Gesture
,,,Merchant Navy
,,,Alpha Delphini
,,,War Paint
,,,Native Charger
,,,Pitcairn
,,,Sea Cottage
,,,Hall Mark
,,,Without Parole
,,,Lyre
,,,Sands of Mali
,,,Crown Prosecutor
,,,Eqtidaar
,,,Gold Rod
,,,Hear The Drums
,,,Espoir d'Allen
,,,Prince Cortauld
,,,Blue Point
,,,Al Boum Photo
,,,Lightning Spear
,,,Carina Mia
,,,Eskimo Kisses
,,,Embellish the Lace
,,,Dream Empress
,,,Lottery Winner
,,,Coup de Genie
,,,Sentinel
,,,Limerick
,,,Beau Vite
,,,Silverskaya
,,,Loves Only Me
,,,Dirndl
,,,Lord Fury
,,,Général du Lupin
,,,All In
,,,Q45087899
,,,Kung Lavec
http://commons.wikimedia.org/wiki/Special:FilePath/Jorma%20Kontio%20and%20Chelsea%20Boko.jpg,,,Chelsea Boko
http://commons.wikimedia.org/wiki/Special:FilePath/Quid%20Pro%20Quo%202013.jpg,,,Quid Pro Quo
,,,Tobin Kronos
,,,Fran's Valentine
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Janika%20Sprunger%20et%20Aris%20CMS%202.jpg,,,Aris CMS
http://commons.wikimedia.org/wiki/Special:FilePath/Edwina%20Tops-Alexander%20%26%20Fair%20Light%20van%27t%20Heike%20-%202013%20Longines%20Global%20Champions%20Tour.jpg,,,Fair Light van't Heike
http://commons.wikimedia.org/wiki/Special:FilePath/Flaminia%20Straumann%20%26%20Upsilon%20d%27Ocquier%20-%202013%20Longines%20Global%20Champions%20Tour.jpg,,,Upsilon d'Ocquier
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Fiona%20Meier%20et%20Pleiade%20Heutiere.jpg,,,Pleiade Heutiere
http://commons.wikimedia.org/wiki/Special:FilePath/WPT2013-CSI5-01-JuanCarlos%20Garcia-Blue%20Boy%20v%20Berkenbroeck-1.JPG,,,Blue Boy v. Berkenbroeck
http://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Maher%206924.jpg,,,Tripple X III
,,,Vésuve de Brekka
,,,Girl D'Elbe
,,,Alfa d'Elle
,,,Chatelet Girl
,,,Quabri de Laleu
,,,Quartz du Chanu
,,,Qréole de Brekka
,,,Catango Z
http://commons.wikimedia.org/wiki/Special:FilePath/Rock%20This%20Town%20NHK%20Mile%20Cup%202018.jpg,,,Rock This Town
http://commons.wikimedia.org/wiki/Special:FilePath/Tatsu%20gogeki%20Takaraduka%20kinen%202018.jpg,,,Tatsu Gogeki
http://commons.wikimedia.org/wiki/Special:FilePath/Meisyo-Sumitomo%20Kikuka-Sho%202014.jpg,,,Meisho Sumitomo
http://commons.wikimedia.org/wiki/Special:FilePath/Danon%20Premium%20Tokyo%20Yushun%202018.jpg,,,Danon Premium
http://commons.wikimedia.org/wiki/Special:FilePath/Deirdre%20%28JPN%29%20IMG%204907-1%2020170212.jpg,,,Deirdre
http://commons.wikimedia.org/wiki/Special:FilePath/Kiseki%20%28JPN%29%20IMG%205297-1%2020170226.jpg,,,Kiseki
http://commons.wikimedia.org/wiki/Special:FilePath/Lucky-Lilac%20%28JPN%29%20IMG%206405-1%2020171210.jpg,,,Lucky Lilac
http://commons.wikimedia.org/wiki/Special:FilePath/Nishiken-Mononofu%20IMG%205571-1%2020160214.jpg,,,Nishiken Mononofu
http://commons.wikimedia.org/wiki/Special:FilePath/Mozu-Katchan%20%28JPN%29%20IMG%208715-1%2020180211.jpg,,,Mozu Katchan
,,,Wagnerian
http://commons.wikimedia.org/wiki/Special:FilePath/Persian%20Knight%2C%20Keita%20Tosaki%20-%20Japanese%20Derby%202017%20%2834788936172%29.jpg,,,Persian Knight
http://commons.wikimedia.org/wiki/Special:FilePath/Cheval%20Grand%28JPN%29%20IMG%200767-1%2020170625.jpg,,,Cheval Grand
http://commons.wikimedia.org/wiki/Special:FilePath/MeinerFiesta-2015-8-1.jpg,,,Meiner Fiesta
,,,Le Vent Se Leve
,,,Time Flyer
,,,Kitasan Mikazuki
,,,Q47469486
http://commons.wikimedia.org/wiki/Special:FilePath/Isabell%20Werth%20Weihegold%20Old%2C%202018%20%28DSC%205570%29.jpg,,,Weihegold
http://commons.wikimedia.org/wiki/Special:FilePath/Good%20Magic%20%2842190500792%29.jpg,,,Good Magic
,,,West Coast
,,,Bulle Rock
,,,Ile de Chypre
http://commons.wikimedia.org/wiki/Special:FilePath/Limato-1.jpg,,,Limato
,,,My Dream Boat
,,,Nicer
,,,Samitar
,,,Cloonagh
,,,Wemyss Bight
,,,Connect
,,,Rock Fall
,,,Cezanne
,,,Harry Angel
,,,Swan Princess
,,,Capri
,,,Sweet Emma
,,,Roaring Riva
,,,Digamist
,,,Martini-Henry
,,,Superpower
,,,Mac's Imp
,,,Silver Buck
,,,Lavery
,,,Gran Ducato
,,,Wow Cat
,,,Pharaoh's Delight
,,,Princely Heir
,,,Bianca Nera
,,,Clickity Clack
,,,Shoals
http://commons.wikimedia.org/wiki/Special:FilePath/Mendelssohn%20%2842190508042%29.jpg,,,Mendelssohn
,,,A Fleet's Dancer
,,,Persuasive
,,,Talismanic
,,,See You Then
,,,Necklace
,,,Mail The Desert
,,,Barney Roy
,,,Cash for Keeps
,,,Cursory Glance
,,,Twafeaj
,,,Master of Jazz
,,,Pride's Generator
,,,Lockton
,,,Watch It Now
,,,Blackie
,,,Bregawn
,,,Definite Article
,,,Joyful Victory
,,,Kingsfort
,,,Mus-If
,,,Heart of Darkness
,,,Sleeping Partner
,,,Pia
,,,La Lagune
,,,Forgive 'n Forget
,,,Valoris
,,,Long Look
,,,Parisina
,,,Princess Katinka
,,,Gladiator
,,,Partisan
,,,Pauline
,,,Oneexcessivenight
,,,Chambord
,,,Life Hill
,,,Lady of the Snows
,,,Snowberry
,,,Una Cameron
,,,Cherry Tree
,,,Svelte
,,,Fine Lady
,,,Cherry
,,,Ivanavinalot
,,,West Acre
,,,Beaty Sark
,,,Evening Star
,,,Sequins
,,,Northern Fashion
,,,Cyane
,,,Smartaire
,,,Art Teacher
,,,Abla-Jay
,,,Balladier
,,,Broomshot
,,,Banja Luka
,,,Legato
,,,Isolde
,,,Dhoti
,,,Dastur
,,,Tricky Aunt
,,,Rectify
,,,Matchmaker
,,,Dick Andrews
,,,Joe Andrews
,,,Lady Charlotte
,,,Calash
,,,Teresa
,,,Burghclere
,,,Butterfly Gold
,,,Mr. P's Princess
,,,Anne Campbell
http://commons.wikimedia.org/wiki/Special:FilePath/2018-05-18%20Max%20K%C3%BChner%20auf%20Alfa%20Jordan-8037.jpg,,,Alfa Jordan
http://commons.wikimedia.org/wiki/Special:FilePath/Rolf-Goran%20Bengtsson%20%26%20Quintero%20Ask%20-%202013%20Longines%20Global%20Champions%20Tour.jpg,,,Quintero Ask
http://commons.wikimedia.org/wiki/Special:FilePath/Rolf%20G%C3%B6ran%20Bengtsson%207314.jpg,,,Casall
,,,Meow
,,,Kangra Valley
,,,Ibtisamm
,,,Carnival Princess
,,,Carnival Queen
,,,Amerigo
,,,Circus Ring
,,,Arena
,,,Sanlinea
,,,Double Life
,,,Saint Joan
,,,Tredennis
,,,Windermere
,,,Miss Agnes
,,,Zonah
,,,Gambetta
,,,Knight's Daughter
,,,Sir Cosmo
,,,The Boss
,,,Southern Cross
,,,Ayn Hali
,,,Orissa
,,,Ormondale
,,,Cherryola
,,,Tanzmeister
,,,Lollypop
,,,Filagree
,,,Web
,,,Golden Locks
,,,Delpini
,,,Vista
,,,Verdure
,,,May Bloom
,,,Rouge Rose
,,,Marigold
,,,Miss Meggy
,,,Selkirk Rose
,,,Red Note
,,,Efisio
,,,Eldoret
,,,Bamburi
,,,Native Partner
,,,Dinner Partner
,,,Bluehaze
,,,Aristophanes
,,,Trevisa
,,,Advocate
,,,Elkie Brooks
,,,Pink Flower
,,,Danlu
,,,Pas de Nom
,,,Petitioner
,,,Felkington
,,,Q97160093
,,,Crescendo Love
,,,Nazeef
,,,Fancy Blue
,,,Danon Pharaoh
,,,Farnan
,,,Dances With Dragon
,,,Mishriff
,,,Charles The Great
,,,Serpentine
,,,One World
,,,Verry Elleegant
,,,Disguise
,,,Big Party
,,,Q97273383
,,,Thanks Forever
,,,Oxted
,,,Santiago
,,,Tawkeel
,,,Palace Pier
,,,Alpine Star
,,,Golden Horde
,,,Starship Jubilee
,,,Filly Sire
,,,No Pan Intended
,,,Love Kampf
,,,Even So
http://commons.wikimedia.org/wiki/Special:FilePath/Ringoame%20Hanshin%20Juvenile%20Fillies%202020.jpg,,,Ringoame
,,,Baltic Speed
,,,Constitution
,,,Authentic
,,,Basin
,,,Ce Ce
,,,Code of Honor
,,,Hero's Honor
,,,By My Standards
,,,Speech
,,,Tom's d'Etat
,,,Ollie's Candy
,,,Fighting Mad
,,,Improbable
,,,Black Heart Bart
,,,Vexatious
,,,Sharp Samurai
,,,United
,,,Mr Speaker
,,,Feuerwerk
,,,Meiner David
,,,Win Mut
,,,Mohaather
,,,Cormorant
,,,Warning
,,,Ramona Hill
,,,Lucky Vega
,,,Don Juan
,,,Comedy King
,,,Straight Draw
,,,McCaulejye
,,,Ball Lightning
,,,Red en Ciel
,,,Win Tenderness
,,,Yoka Yoka
,,,Platelet
,,,Myboycharlie
,,,Q98931410
,,,Amadeus
,,,Cleopatra
,,,Fürst Romancier
,,,Finest
,,,Walparaisa M
,,,Scolari
,,,Surprise M
,,,Fack ju Göhte M
,,,Champers Elysees
,,,Fürst Heinrich
,,,Fürstenball
,,,Romeo Express
,,,Rockport Harbor
,,,Thunder Moon
,,,Campanelle
,,,Shock Action
,,,Candy Barows
,,,Red Anemos
,,,Frontier
http://commons.wikimedia.org/wiki/Special:FilePath/Sodashi%20Hanshin%20Juvenile%20Fillies%202020%28IMG1%29.jpg,,,Sodashi
,,,Satono Favor
http://commons.wikimedia.org/wiki/Special:FilePath/Meikei%20Yell%20Fantasy%20Stakes%202020%28IMG1%29.jpg,,,Meikei Yell
,,,Ukiyono Kaze
http://commons.wikimedia.org/wiki/Special:FilePath/DeepBond-2022-6-26.jpg,,,Deep Bond
,,,Babbitt
,,,Rich Tapestry
,,,Q99670650
,,,Furore
,,,Koda
http://commons.wikimedia.org/wiki/Special:FilePath/WM%20Nafis%20-%20head2.jpg,,,WM Nafis
,,,Swiss Skydiver
,,,Q100144332
,,,Galactica
,,,Ladyofthelake
,,,Hegnus
,,,Leyenda
,,,Katchina Mail
,,,Alamo
http://commons.wikimedia.org/wiki/Special:FilePath/GoldenCorn%20ByLynwoodPalmer%201922.png,,,Golden Corn
,,,Artilleryman
,,,Lamplighter
,,,Decorated Knight
,,,Quorto
,,,Q65195087
http://commons.wikimedia.org/wiki/Special:FilePath/Greenshoe.jpg,,,Greenshoe
,,,Campo Bahia
,,,Q65195670
,,,Q65196246
,,,Adams Hall
,,,Q65197551
,,,Q65198127
,,,Q65202274
http://commons.wikimedia.org/wiki/Special:FilePath/Facetime.jpg,,,Face Time Bourbon
,,,Q65202342
,,,Q65202362
,,,Q65202432
,,,Bella rose
,,,Arctos
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Sheikh%20Ali%20bin%20Khalid%20Al%20Thani%20et%20Cantaro%2032%202.jpg,,,Cantaro 32
http://commons.wikimedia.org/wiki/Special:FilePath/Denis%20Lynch%20%26%20Coulisa%20-%202013%20Longines%20Global%20Champions%20Tour%20%282%29.jpg,,,Coulisa
,,,Epicuros
,,,Activated
,,,Ultimate
,,,Upsilon
http://commons.wikimedia.org/wiki/Special:FilePath/Hessischen%20Ministerpr%C3%A4sidenten%20Lauren%20Hough%20auf%20Ohlala%205%20mk.jpg,,,Ohlala
,,,Adelfos
,,,Folamour du Mûrier
,,,Karielle
,,,Camarade Rapide
,,,Allegria de Grandchamp
,,,Jesabelle de Baugy
,,,Athlet Z
,,,Emeraude Rouge
,,,Qredo de Paulstra
,,,Ultimo van ter Moude
,,,Ciske van Overis
,,,Thunder van de Zuuthoeve
,,,Queen d'Azur Middelstede
,,,Azur de Paulstra
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Andreas%20Schou%20et%20Allerdings%202.jpg,,,Allerdings
http://commons.wikimedia.org/wiki/Special:FilePath/Dieter%20K%C3%B6fler%206630.jpg,,,Prince des Vaux
,,,Q66124862
http://commons.wikimedia.org/wiki/Special:FilePath/Hayayakko%20Aldebaran%20Stakes%202020.jpg,,,Hayayakko
,,,Ron the Greek
,,,Run Dusty Run
,,,Midnight Bisou
,,,Star Lift
http://commons.wikimedia.org/wiki/Special:FilePath/Jeune%20Ecole%20Fillies%27%20Revue%202017.jpg,,,Jeune Ecole
,,,Badge of Silver
http://commons.wikimedia.org/wiki/Special:FilePath/Bien%20Fait%28JPN%29%20IMG%209260-1%2020191215.jpg,,,Bien Fait
,,,Bricks and Mortar
,,,Cadenas
,,,Rainbow Amber
,,,Champ Pegasus
,,,She's a Julie
,,,A. P. Indian
,,,Mercedes Won
,,,Yanks Music
,,,Island Whirl
,,,Sanacion
,,,Lune d'Or
,,,Satono Gold
,,,Waka Tenzan
,,,Bingo Kanta
,,,Rikisan Power
,,,Gold Way
,,,My Super Man
,,,Smok'n Frolic
,,,On Fire Baby
,,,Royal Haven
,,,Larissa
,,,Coronado
,,,Delia I
,,,Gofine
,,,Calypso II
,,,Mr. Blue
,,,Corky
http://commons.wikimedia.org/wiki/Special:FilePath/Marco%20Kutscher%206538.jpg,,,Cornet's Cristallo
,http://commons.wikimedia.org/wiki/Special:FilePath/Billy%20Twomey%2C%20Bordeaux%20World%20Cup%20Jumping%202014.webm,,Tinka's Serenade
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131212%20-%20Meredith%20Michaels-Beerbaum%20et%20Checkmate.jpg,,,Checkmate 4
http://commons.wikimedia.org/wiki/Special:FilePath/Lantinus%20and%20Lynch.jpg,,,Lantinus 3
http://commons.wikimedia.org/wiki/Special:FilePath/Carsten-Otto%20Nagel%20mit%20Corradina%2C%20CSI%205%20Hamburg.JPG,,,Corradina 2
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Christian%20Ahlmann%20et%20Codex%20One%201.jpg,,,Codex One
,,,Couleur Rubin
,,,Japan
,,,Millennium Wind
,,,Dancing Spree
,,,Balto Star
,,,Golden Ballet
,,,Forbidden Apple
http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Fuchs%20im%20Sattel%20von%20Clooney%2051.JPG,,,Clooney 51
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131213%20-%20Martin%20Fuchs%20et%20Conte%20della%20Caccia.jpg,,,Conte della Caccia
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131214%20-%20Martin%20Fuchs%20et%20Principal%2012.jpg,,,Principal
http://commons.wikimedia.org/wiki/Special:FilePath/Andreas%20Kreuzer%20mit%20Chacco-Blue%2C%20CSI%205%20Hamburg.JPG,,,Chacco-Blue
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131214%20-%20Martin%20Fuchs%20et%20Mighty%20de%20Riverland%201.jpg,,,Mighty de Riverland
,,,Homeward Bound
,,,Monade
,,,Sicarelle
,,,Ambiguity
,,,Main Power
,,,Frieze
,,,Masaka
,,,Steady Aim
,,,Lovely Rosa
,,,Light Brocade
,,,Udaipur
,,,Pearlyman
,,,Chatelaine
,,,Rose of England
,,,Pennycomequick
,,,Toboggan
,,,Beam
,,,Out On Parole
,,,Short Story
,,,The Black Night Shade
,,,Pride's Jubilee Encore
http://commons.wikimedia.org/wiki/Special:FilePath/Straitlace.jpg,,,Straitlace
,,,Brownhylda
http://commons.wikimedia.org/wiki/Special:FilePath/Pogrom.JPG,,,Pogrom
http://commons.wikimedia.org/wiki/Special:FilePath/Love%20in%20Idleness.jpg,,,Love in Idleness
,,,Santana's El Nino
,,,Bayuda
http://commons.wikimedia.org/wiki/Special:FilePath/My%20Dear.jpg,,,My Dear
http://commons.wikimedia.org/wiki/Special:FilePath/Sunny%20Jane.png,,,Sunny Jane
http://commons.wikimedia.org/wiki/Special:FilePath/Snow%20Marten.png,,,Snow Marten
http://commons.wikimedia.org/wiki/Special:FilePath/Princess%20Dorrie.jpg,,,Princess Dorrie
,,,Rosedrop
http://commons.wikimedia.org/wiki/Special:FilePath/Glass%20Doll.jpg,,,Glass Doll
,,,Our Lassie
,,,Keystone
http://commons.wikimedia.org/wiki/Special:FilePath/Perola%20%28horse%29.jpg,,,Perola
http://commons.wikimedia.org/wiki/Special:FilePath/Cap%20and%20Bells%20%28horse%29.jpg,,,Cap and Bells
http://commons.wikimedia.org/wiki/Special:FilePath/La%20Roche%20%28horse%29.jpg,,,La Roche
,,,Chulmleigh
,,,Boswell
,,,Girvin
http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Performance%20BCJT2016.jpg,,,Oscar Performance
,,,Spartacus
,,,Pedro the Great
,,,Sudirman
,,,Dick Whittington
http://commons.wikimedia.org/wiki/Special:FilePath/Forever%20Unbridled%20at%202016%20Breeders%27%20Cup%2001.jpg,,,Forever Unbridled
,,,Happily
,,,U S Navy Flag
,,,Roly Poly
http://commons.wikimedia.org/wiki/Special:FilePath/DSC%202655RoyH.jpg,,,Roy H
,,,Caravaggio
,,,Battle of Midway
,,,Champagne Room
,,,Lycius
,,,Parish Hall
,,,Margarula
,,,Petite Ile
,,,Timarida
,,,Eternal Sun
,,,Smokey Lady
,,,Achieved
,,,King Persian
,,,Aviance
,,,Mantovani
,,,Eva Luna
,,,Damson
,,,Zoffany
,,,Bradawn Breever
,,,La Collina
,,,Lindy's Pride
,,,Flamenco Wave
,,,Belle Genius
,,,Priory Belle
,,,Termagant
,,,Miss Beatrix
,,,Sequoyah
,,,Quarter Moon
,,,Chelsea Rose
,,,Preseli
,,,Flutter Away
,,,Gayle Gal
,,,Gala Event
,,,Glenstal
,,,Caerwent
,,,Classic Fame
,,,Fatherland
,,,Manntari
,,,Gay Spartan
,,,Beckett
,,,Pathfork
,,,Firdaussi
,,,Breaking News
,,,Courageous Lord
,,,Boucheron
,,,Top of the Mark
,,,Singapore
,,,Punch de l'Esques
http://commons.wikimedia.org/wiki/Special:FilePath/54eme%20CHI%20de%20Gen%C3%A8ve%20-%2020141213%20-%20Coupe%20de%20Gen%C3%A8ve%20-%20Janika%20Sprunger%20et%20Uptown%20Boy%201.jpg,,,Uptown Boy
,,,Igor Brick
,,,sister to Soreheels
,,,Starling mare
,,,Godolphin Arabian mare
,,,Prophet mare
,,,Prophet
,,,Jenny Spinner
,,,Greyhound mare
,,,Miss Sophia
,,,Sophia
,,,Cypher
,,,Canopus mare
,,,Canopus
,,,Young Woodpecker mare
,,,Young Woodpecker
,,,Eclipse mare
,,,Rosebud
,,,Miss Belsea
,,,Andrew
,,,Jane Shaw
,,,Bella Donna
,,,Juniper mare
,,,Juniper
,,,Sorcerer mare
,,,Virgin
,,,Potoooooooo mare
,,,Editha
,,,Elfrida
,,,Coriander mare
,,,Coriander
,,,Lavender
,,,Snap mare
,,,Miss Roan
,,,Madam
,,,Wildgoose
,,,Coheiress
,,,Manilla
,,,Old England mare
,,,Highflyer mare
,,,Monimia
,,,Alcides mare
,,,Alcides
,,,Starling mare
,,,Crab mare
,,,Lacerta
,,,Zodiac
,,,Abigail
,,,Firetail
,,,sister to Contest
,,,Naylor
,,,Partner mare
,,,Jerboa
,,,Ruby
,,,Williamson's Ditto mare
,,,Agnes
,,,Shuttle
,,,Vauxhall Snap mare
,,,Vauxhall Snap
,,,Cade mare
,,,Hip
,,,sister two to Mirza
,,,sister to Hoity Toity
,,,Goldfinder mare
,,,Lady Bolingbroke
,,,Highflyer mare
,,,Alfred mare
,,,Engineer mare
,,,Cade mare
,,,Lass of the Mill
,,,Miss Makeless
,,,Partner mare
,,,Colwick
,,,Stella
,,,Progress
,,,Blacklock mare
,,,Knowsley mare
,,,Knowsley
,,,Capella
,,,Miss Cape
,,,Black Eyes
,,,Hetman Platoff
,,,Brutandorf
,,,Mandane
,,,Miss Twickenham
,,,Electress
,,,Forget Me Not
,,,Young Camilla
,,,Oblivion
,,,Louisa
,,,Thomasina
,,,Violet
,,,Shark
,,,Snap mare
,,,Marlborough mare
,,,Marlborough
,,,Syphon mare
,,,Charlotte
,,,Remembrance
,,,Sir Solomon
,,,Matron
,,,Queen Mab
,,,Festival King
,,,John Bruce
,,,Easy Spur
,,,The Chosen One
,,,Our Dad
,,,Die Hard
,,,Troilus
,,,Bourbon Prince
,,,Cuvier Relic
,,,Tony Graff
,,,Spring Broker
,,,Divine Comedy
,,,Fighting Hodge
,,,Yomolka
,,,Lurullah
,,,Henrijan
,,,Crozier
,,,Bass Clef
,,,Dr. Miller
,,,Globemaster
,,,Flutterby
,,,Loyal Son
,,,On His Metal
,,,Light Talk
,,,Ambiopoise
,,,Ronnie's Ace
,,,Dearborn
,,,Jay Fox
,,,Sir Ribot
,,,Sunrise County
,,,Green Hornet
,,,Good Fight
,,,Royal Attack
,,,Touch Bar
